EnsemblGeneID,GeneName.x,BCells_ProHL,NKCells_ProHL,Hepatocytes_ProHL,Monocytes_ProHL
ENSG00000132938,MTUS2,NA,NA,NA,NA
ENSG00000132953,XPO4,1.936284974,2.378012498,NA,1.911376033
ENSG00000132965,ALOX5AP,2.890667999,NA,NA,2.16872135
ENSG00000132970,WASF3,NA,NA,NA,NA
ENSG00000133019,CHRM3,NA,NA,NA,NA
ENSG00000133026,MYH10,NA,NA,2.611027242,NA
ENSG00000133028,SCO1,2.441250404,NA,2.575961032,2.038908139
ENSG00000133056,PIK3C2B,2.024887758,NA,NA,NA
ENSG00000133069,TMCC2,NA,NA,NA,NA
ENSG00000133083,DCLK1,NA,NA,NA,NA
ENSG00000133103,COG6,1.748505876,1.936980961,1.859324469,1.804292806
ENSG00000133104,SPG20,1.279415966,1.637939802,NA,1.449617228
ENSG00000133106,EPSTI1,1.411821656,NA,NA,NA
ENSG00000133111,RFXAP,2.393571694,NA,NA,NA
ENSG00000133112,TPT1,1.678727737,2.393101169,2.430192809,1.693981824
ENSG00000133114,GPALPP1,1.971373276,NA,NA,NA
ENSG00000133119,RFC3,1.9669087,NA,1.99793655,2.197275043
ENSG00000133138,TBC1D8B,NA,NA,1.537982711,NA
ENSG00000133195,SLC39A11,NA,2.219644768,NA,NA
ENSG00000133216,EPHB2,NA,NA,NA,1.088313316
ENSG00000133226,SRRM1,2.057898021,2.569327668,1.703974532,NA
ENSG00000133246,PRAM1,NA,NA,NA,1.809825597
ENSG00000133250,ZNF414,2.327773615,2.158706173,NA,NA
ENSG00000133265,HSPBP1,1.619714053,2.08195547,1.906722824,1.761743713
ENSG00000133275,CSNK1G2,NA,NA,NA,NA
ENSG00000133313,CNDP2,2.285943052,2.498296766,2.351082845,1.771833585
ENSG00000133315,MACROD1,NA,NA,2.407778282,NA
ENSG00000133316,WDR74,1.567214637,NA,NA,NA
ENSG00000133318,RTN3,NA,2.40230094,2.060493863,NA
ENSG00000133398,MED10,1.815371841,NA,NA,NA
ENSG00000133422,MORC2,1.685589485,1.960542123,1.205041879,1.588859708
ENSG00000133424,LARGE,NA,NA,NA,NA
ENSG00000133561,GIMAP6,NA,1.128576957,NA,NA
ENSG00000133574,GIMAP4,2.24937204,2.286753907,NA,2.372756476
ENSG00000133627,ACTR3B,NA,NA,NA,NA
ENSG00000133641,C12orf29,1.62222957,NA,NA,NA
ENSG00000133657,ATP13A3,NA,NA,1.367430472,1.401038478
ENSG00000133703,KRAS,1.703652423,NA,NA,1.73049965
ENSG00000133704,IPO8,1.456897187,1.710142762,1.793077613,1.481722035
ENSG00000133706,LARS,1.796331449,2.314154898,2.126215854,1.87133062
ENSG00000133731,IMPA1,2.448108561,2.681284665,NA,2.037432474
ENSG00000133773,CCDC59,1.635056279,1.786076748,1.21088009,NA
ENSG00000133789,SWAP70,1.958413359,2.098262902,NA,1.504830926
ENSG00000133794,ARNTL,NA,NA,1.34715431,NA
ENSG00000133805,AMPD3,2.190649597,NA,NA,1.689672839
ENSG00000133812,SBF2,NA,NA,NA,1.733558358
ENSG00000133816,MICAL2,NA,NA,NA,1.564985455
ENSG00000133818,RRAS2,1.993017166,NA,1.788041035,NA
ENSG00000133835,HSD17B4,1.891579268,2.739063788,2.181629245,1.701386631
ENSG00000133872,SARAF,NA,NA,1.337159645,NA
ENSG00000133884,DPF2,1.850229505,2.071198744,1.575026109,1.757783077
ENSG00000133895,MEN1,1.832853657,1.934177662,NA,NA
ENSG00000133935,C14orf1,2.054402367,NA,2.113283057,NA
ENSG00000133943,C14orf159,2.620096477,2.908539436,1.867137369,NA
ENSG00000133961,NUMB,1.711798796,1.821179327,1.692820491,1.580839476
ENSG00000133985,TTC9,2.339828925,NA,NA,NA
ENSG00000133997,MED6,1.872814502,NA,NA,NA
ENSG00000134001,EIF2S1,1.881915074,2.395718566,2.066843788,1.94832737
ENSG00000134014,ELP3,1.470572182,1.800971259,NA,1.561167
ENSG00000134046,MBD2,2.117166854,2.484511951,1.630295634,1.777270912
ENSG00000134061,CD180,NA,NA,NA,1.884755726
ENSG00000134072,CAMK1,NA,NA,2.489162246,1.521190405
ENSG00000134077,THUMPD3,1.631413327,NA,NA,1.56312496
ENSG00000134086,VHL,NA,NA,NA,NA
ENSG00000134107,BHLHE40,NA,NA,NA,1.115460729
ENSG00000134108,ARL8B,1.991015525,2.541104131,1.931920397,1.888942911
ENSG00000134115,CNTN6,NA,NA,NA,NA
ENSG00000134121,CHL1,NA,NA,NA,NA
ENSG00000134138,MEIS2,NA,NA,NA,NA
ENSG00000134146,DPH6,NA,NA,NA,NA
ENSG00000134153,EMC7,NA,1.477222578,1.447816729,1.450818554
ENSG00000134184,GSTM1,NA,NA,NA,NA
ENSG00000134186,PRPF38B,2.070894522,2.334286837,NA,NA
ENSG00000134201,GSTM5,NA,NA,NA,NA
ENSG00000134207,SYT6,NA,NA,NA,NA
ENSG00000134215,VAV3,2.1031809,2.125292542,NA,1.636227041
ENSG00000134242,PTPN22,1.569174861,1.569876978,NA,NA
ENSG00000134243,SORT1,NA,NA,NA,1.432873126
ENSG00000134247,PTGFRN,NA,NA,1.843372951,1.213451346
ENSG00000134248,LAMTOR5,1.824028156,2.148037828,1.59933167,NA
ENSG00000134250,NOTCH2,1.071182156,NA,1.188126618,1.205028336
ENSG00000134255,CEPT1,2.178064258,1.961031716,2.014251647,1.697525748
ENSG00000134256,CD101,NA,NA,NA,1.590429405
ENSG00000134262,AP4B1,2.085896811,NA,NA,1.991558317
ENSG00000134265,NAPG,1.933816174,2.2826459,1.669526073,1.919397155
ENSG00000134278,SPIRE1,NA,NA,1.321474151,1.381800743
ENSG00000134283,PPHLN1,1.765962703,2.010889078,1.236839449,1.603166033
ENSG00000134285,FKBP11,1.897451139,NA,2.179024401,NA
ENSG00000134308,YWHAQ,2.059019736,2.598850669,2.312625811,2.156978993
ENSG00000134313,KIDINS220,NA,NA,1.355614326,1.451341171
ENSG00000134318,ROCK2,1.831293744,NA,2.001287943,2.162452384
ENSG00000134330,IAH1,2.545414749,NA,NA,2.116961211
ENSG00000134352,IL6ST,NA,NA,0.724521627,NA
ENSG00000134369,NAV1,NA,NA,NA,NA
ENSG00000134371,CDC73,1.721146717,1.890881898,1.388873502,1.489740575
ENSG00000134375,TIMM17A,NA,NA,NA,NA
ENSG00000134440,NARS,1.892550929,2.259362098,2.303582645,1.739002404
ENSG00000134444,KIAA1468,NA,NA,NA,NA
ENSG00000134452,FBXO18,1.520293528,NA,NA,NA
ENSG00000134453,RBM17,1.919990199,2.322122085,1.652362395,1.798284551
ENSG00000134463,ECHDC3,NA,NA,1.975675313,2.410198351
ENSG00000134480,CCNH,1.69355988,NA,NA,NA
ENSG00000134516,DOCK2,2.105654925,2.543503715,NA,1.981956708
ENSG00000134538,SLCO1B1,NA,NA,1.881356121,NA
ENSG00000134569,LRP4,NA,NA,NA,NA
ENSG00000134574,DDB2,1.765750489,2.181185934,1.541491877,NA
ENSG00000134575,ACP2,NA,2.83306101,2.07453852,1.677296632
ENSG00000134594,RAB33A,NA,NA,NA,NA
ENSG00000134597,RBMX2,1.689406542,1.964909878,NA,NA
ENSG00000134644,PUM1,1.285681054,NA,NA,1.303563216
ENSG00000134684,YARS,1.84500807,2.542600133,NA,1.887690427
ENSG00000134686,PHC2,NA,NA,NA,NA
ENSG00000134690,CDCA8,NA,NA,NA,NA
ENSG00000134697,GNL2,1.391764065,NA,1.273140224,1.285681054
ENSG00000134709,HOOK1,1.410625415,NA,1.815723817,NA
ENSG00000134716,CYP2J2,NA,NA,1.813163839,NA
ENSG00000134717,BTF3L4,2.290477588,2.723763428,NA,1.939713893
ENSG00000134744,ZCCHC11,1.463713862,1.548340273,NA,NA
ENSG00000134748,PRPF38A,1.709524356,2.157527785,NA,1.709634547
ENSG00000134755,DSC2,NA,NA,1.729836778,NA
ENSG00000134757,DSG3,NA,NA,NA,NA
ENSG00000134759,ELP2,1.563919904,1.844856009,NA,1.71627052
ENSG00000134769,DTNA,NA,NA,1.616359967,NA
ENSG00000134780,DAGLA,NA,NA,NA,NA
ENSG00000134809,TIMM10,NA,NA,NA,NA
ENSG00000134815,DHX34,NA,NA,NA,1.618341016
ENSG00000134824,FADS2,NA,NA,NA,NA
ENSG00000134827,TCN1,NA,2.583586404,NA,NA
ENSG00000134851,TMEM165,1.642810631,1.915083102,1.564393805,1.712287639
ENSG00000134853,PDGFRA,NA,NA,NA,NA
ENSG00000134871,COL4A2,NA,NA,NA,NA
ENSG00000134882,UBAC2,1.642038921,1.683236212,1.617173395,1.507714231
ENSG00000134884,ARGLU1,2.118858044,2.540834815,NA,1.912057238
ENSG00000134900,TPP2,1.95236617,2.274310288,2.171521687,2.05934186
ENSG00000134901,KDELC1,NA,NA,NA,NA
ENSG00000134905,CARS2,2.228656958,NA,2.046508821,2.238988979
ENSG00000134910,STT3A,2.237283536,2.415682673,2.439391912,1.935527418
ENSG00000134954,ETS1,1.062957834,1.152150694,NA,NA
ENSG00000134955,SLC37A2,NA,NA,NA,1.298809427
ENSG00000134982,APC,NA,NA,NA,NA
ENSG00000134987,WDR36,1.671617096,2.087547176,1.753713251,1.645083151
ENSG00000134996,OSTF1,2.008216802,2.383035808,2.432634226,1.88147881
ENSG00000135002,RFK,NA,NA,NA,NA
ENSG00000135018,UBQLN1,1.738360326,2.003688821,1.666555418,1.665013129
ENSG00000135040,NAA35,NA,NA,2.047773144,1.89169353
ENSG00000135046,ANXA1,2.634364903,2.769510622,1.973102442,2.434016904
ENSG00000135047,CTSL,NA,NA,1.576531384,NA
ENSG00000135048,TMEM2,2.016339585,1.75233276,1.215068881,2.107471146
ENSG00000135049,AGTPBP1,NA,1.886005398,NA,1.768008769
ENSG00000135052,GOLM1,NA,NA,1.322219295,NA
ENSG00000135069,PSAT1,1.302276801,2.393167916,1.672531935,1.736045738
ENSG00000135070,ISCA1,1.709532833,NA,1.899568823,1.51263771
ENSG00000135090,TAOK3,1.896391168,2.250839455,NA,1.827210908
ENSG00000135093,USP30,NA,NA,NA,NA
ENSG00000135094,SDS,NA,NA,NA,1.157214922
ENSG00000135097,MSI1,NA,NA,NA,NA
ENSG00000135108,FBXO21,NA,NA,NA,NA
ENSG00000135114,OASL,NA,1.972940697,NA,2.01721704
ENSG00000135124,P2RX4,NA,NA,1.762843549,1.729193148
ENSG00000135148,TRAFD1,1.480639229,1.669558605,NA,1.458773781
ENSG00000135185,TMEM243,2.144648919,NA,NA,NA
ENSG00000135241,PNPLA8,2.035123423,NA,1.909416947,1.802448738
ENSG00000135249,RINT1,1.859294447,NA,1.95360266,2.00316099
ENSG00000135250,SRPK2,1.913784722,1.910071849,NA,1.613556425
ENSG00000135269,TES,2.435474071,2.574204372,NA,2.151271763
ENSG00000135297,MTO1,1.56331493,1.667312835,1.385945713,NA
ENSG00000135316,SYNCRIP,1.889494991,2.464896229,1.786115837,1.909871473
ENSG00000135317,SNX14,NA,NA,1.224118511,1.465412597
ENSG00000135318,NT5E,2.60960668,NA,1.934258513,NA
ENSG00000135333,EPHA7,NA,NA,NA,NA
ENSG00000135336,ORC3,1.857266141,NA,1.667537002,NA
ENSG00000135341,MAP3K7,NA,NA,NA,1.755463224
ENSG00000135365,PHF21A,NA,1.717545688,NA,NA
ENSG00000135372,NAT10,1.716020047,2.064420548,1.796366155,1.666990393
ENSG00000135387,CAPRIN1,1.419997029,1.677374233,1.462383022,1.415157049
ENSG00000135392,DNAJC14,NA,NA,NA,NA
ENSG00000135404,CD63,1.712902125,2.756686684,1.425778687,1.573440225
ENSG00000135423,GLS2,NA,NA,1.986108593,NA
ENSG00000135437,RDH5,NA,NA,2.125315324,NA
ENSG00000135441,BLOC1S1,NA,2.228069121,NA,NA
ENSG00000135446,CDK4,NA,NA,NA,NA
ENSG00000135447,PPP1R1A,NA,NA,NA,NA
ENSG00000135454,B4GALNT1,NA,NA,NA,NA
ENSG00000135457,TFCP2,1.730172382,2.006919355,NA,1.857130382
ENSG00000135469,COQ10A,NA,NA,NA,NA
ENSG00000135473,PAN2,1.945173046,NA,NA,1.719778612
ENSG00000135480,KRT7,NA,NA,1.615934278,NA
ENSG00000135486,HNRNPA1,1.979935152,2.998925095,2.008446864,2.081111371
ENSG00000135503,ACVR1B,NA,NA,NA,NA
ENSG00000135506,OS9,NA,NA,1.551846294,NA
ENSG00000135521,LTV1,1.211841096,NA,1.541042284,NA
ENSG00000135525,MAP7,NA,NA,1.724152939,NA
ENSG00000135537,LACE1,NA,NA,1.897209088,NA
ENSG00000135541,AHI1,NA,NA,NA,NA
ENSG00000135587,SMPD2,2.139378415,NA,NA,NA
ENSG00000135596,MICAL1,1.956300524,NA,1.528903851,1.8663671
ENSG00000135597,REPS1,1.921225931,2.205775286,2.135320328,1.975399637
ENSG00000135604,STX11,1.86611004,2.412782998,NA,2.323841762
ENSG00000135605,TEC,NA,NA,NA,1.800036242
ENSG00000135622,SEMA4F,NA,NA,NA,NA
ENSG00000135624,CCT7,2.033335279,2.599800679,2.220301646,2.078362554
ENSG00000135631,RAB11FIP5,NA,NA,1.354550196,NA
ENSG00000135632,SMYD5,1.901496464,NA,NA,NA
ENSG00000135636,DYSF,NA,NA,1.761924082,NA
ENSG00000135655,USP15,1.935363653,2.537249733,NA,2.049659848
ENSG00000135677,GNS,1.710616559,2.449517738,1.618241655,1.590802838
ENSG00000135678,CPM,NA,NA,1.485068074,1.389121766
ENSG00000135686,KLHL36,1.981999714,NA,NA,1.709261479
ENSG00000135709,KIAA0513,NA,NA,NA,1.65529214
ENSG00000135720,DYNC1LI2,1.783084935,2.166789657,1.718414489,1.683501818
ENSG00000135723,FHOD1,1.610095639,2.182251976,NA,2.033097912
ENSG00000135736,CCDC102A,NA,1.612847407,NA,NA
ENSG00000135763,URB2,1.763000977,NA,1.975307707,NA
ENSG00000135766,EGLN1,1.598812385,1.906792803,NA,NA
ENSG00000135775,COG2,1.787113184,2.123534784,1.863709389,1.789432632
ENSG00000135776,ABCB10,NA,NA,2.402124623,NA
ENSG00000135778,NTPCR,2.069952847,2.550984346,2.070206008,1.842362695
ENSG00000135821,GLUL,NA,1.299376533,2.338063857,1.091455913
ENSG00000135823,STX6,1.746645873,NA,NA,1.36844495
ENSG00000135828,RNASEL,1.524623272,2.166233201,NA,1.59148756
ENSG00000135829,DHX9,1.998536135,2.629826872,1.786843664,1.988251185
ENSG00000135837,CEP350,1.616895426,NA,NA,1.288182131
ENSG00000135838,NPL,NA,NA,NA,1.322591388
ENSG00000135842,FAM129A,1.76354404,2.293033117,NA,2.142810102
ENSG00000135862,LAMC1,NA,NA,2.797893941,NA
ENSG00000135870,RC3H1,NA,NA,NA,NA
ENSG00000135899,SP110,2.151362188,2.13459462,NA,1.955100599
ENSG00000135900,MRPL44,1.919459894,2.219102291,1.639825027,1.888378898
ENSG00000135905,DOCK10,1.87537095,2.045007903,NA,1.521536876
ENSG00000135916,ITM2C,NA,NA,NA,NA
ENSG00000135919,SERPINE2,NA,NA,NA,1.395151592
ENSG00000135924,DNAJB2,1.60849929,1.643260162,1.577526266,1.723316084
ENSG00000135926,TMBIM1,NA,NA,NA,1.779481049
ENSG00000135929,CYP27A1,1.268905441,NA,1.702602841,1.112353601
ENSG00000135940,COX5B,2.513545861,2.800039683,2.267371223,2.350610425
ENSG00000135956,TMEM127,NA,NA,NA,NA
ENSG00000135966,TGFBRAP1,2.103557437,2.361547472,NA,1.894111054
ENSG00000135968,GCC2,1.40350658,NA,1.451318127,1.555723055
ENSG00000135972,MRPS9,1.900181353,NA,1.868168158,1.821719818
ENSG00000135974,C2orf49,1.664660776,1.892275521,NA,NA
ENSG00000135999,EPC2,1.3995872,NA,NA,NA
ENSG00000136003,ISCU,1.410676027,1.397861829,1.558132328,1.24394292
ENSG00000136010,ALDH1L2,NA,NA,NA,1.767044494
ENSG00000136021,SCYL2,1.632406672,1.975916385,1.658469312,1.67700893
ENSG00000136026,CKAP4,2.283647169,NA,2.080617469,2.632443119
ENSG00000136040,PLXNC1,2.197886768,NA,1.644310547,1.546067394
ENSG00000136044,APPL2,NA,NA,1.647568777,NA
ENSG00000136045,PWP1,1.620380732,1.908667277,1.77790508,NA
ENSG00000136051,KIAA1033,1.884427162,2.007423429,1.996960182,1.804009875
ENSG00000136068,FLNB,2.200927067,2.710338266,1.889749775,1.908956589
ENSG00000136098,NEK3,NA,NA,NA,NA
ENSG00000136100,VPS36,1.983874256,2.513278877,NA,2.118568923
ENSG00000136104,RNASEH2B,1.979486914,2.417393629,NA,1.931780675
ENSG00000136108,CKAP2,NA,NA,NA,NA
ENSG00000136111,TBC1D4,NA,NA,NA,1.622203658
ENSG00000136141,LRCH1,1.944734293,2.105702594,1.803614143,1.800820142
ENSG00000136143,SUCLA2,2.403161717,NA,1.994413945,2.199179026
ENSG00000136146,MED4,1.729541393,1.931320543,NA,1.720225477
ENSG00000136147,PHF11,NA,1.837922868,NA,1.582188404
ENSG00000136152,COG3,1.851875709,1.968697708,1.863409116,1.734343701
ENSG00000136156,ITM2B,NA,1.182157766,1.213597437,NA
ENSG00000136158,SPRY2,NA,NA,NA,NA
ENSG00000136160,EDNRB,NA,NA,NA,NA
ENSG00000136161,RCBTB2,NA,NA,NA,1.312008008
ENSG00000136167,LCP1,2.16310619,2.747619194,NA,2.138013599
ENSG00000136193,SCRN1,2.399195908,2.524246787,NA,2.042252526
ENSG00000136205,TNS3,1.321474151,NA,1.772123588,1.260047525
ENSG00000136231,IGF2BP3,NA,NA,NA,NA
ENSG00000136235,GPNMB,NA,NA,2.448339874,NA
ENSG00000136238,RAC1,1.943269396,NA,1.854582323,1.853935367
ENSG00000136243,NUPL2,NA,NA,NA,NA
ENSG00000136250,AOAH,NA,1.520090328,NA,1.149095891
ENSG00000136270,TBRG4,1.596981743,2.041218933,1.651457317,1.825568912
ENSG00000136274,NACAD,NA,NA,NA,NA
ENSG00000136279,DBNL,2.189424336,2.738043297,1.891091226,2.052693942
ENSG00000136280,CCM2,1.799237134,1.793203481,NA,1.869577844
ENSG00000136286,MYO1G,2.358570585,2.988281972,NA,2.399901191
ENSG00000136319,TTC5,1.646540953,NA,NA,NA
ENSG00000136379,ABHD17C,NA,NA,NA,NA
ENSG00000136381,IREB2,1.760211317,NA,NA,1.354310166
ENSG00000136436,CALCOCO2,1.315151338,NA,NA,1.10649687
ENSG00000136448,NMT1,1.988016865,2.116405159,1.729383502,1.848777019
ENSG00000136450,SRSF1,2.317923419,2.837710882,1.804824082,2.060061038
ENSG00000136451,VEZF1,1.807606052,1.916964274,NA,NA
ENSG00000136463,TACO1,1.807646631,2.280815028,1.90990354,1.875425918
ENSG00000136478,TEX2,NA,NA,1.532238268,1.587968996
ENSG00000136485,DCAF7,1.526184145,1.712855858,NA,1.485309645
ENSG00000136490,LIMD2,1.78159024,1.954174947,NA,1.676309432
ENSG00000136492,BRIP1,NA,NA,2.41227066,NA
ENSG00000136504,KAT7,1.780734841,1.793860201,NA,NA
ENSG00000136518,ACTL6A,2.215080792,2.666212744,2.129760765,2.127959582
ENSG00000136521,NDUFB5,2.490674685,NA,2.500811219,2.274058505
ENSG00000136522,MRPL47,2.027903846,2.472882186,1.872695163,1.996678003
ENSG00000136527,TRA2B,2.234378064,2.839327181,1.903873724,1.962108776
ENSG00000136560,TANK,NA,1.888589436,NA,1.647715411
ENSG00000136573,BLK,1.405423205,NA,NA,NA
ENSG00000136628,EPRS,1.836548802,2.455326888,2.111946023,1.967524576
ENSG00000136631,VPS45,1.711575262,2.441047531,1.550411819,1.680589307
ENSG00000136636,KCTD3,NA,NA,NA,NA
ENSG00000136643,RPS6KC1,NA,NA,NA,1.739777973
ENSG00000136699,SMPD4,1.896096119,2.349745575,1.834500179,2.016891335
ENSG00000136709,WDR33,1.951973435,2.211311471,1.574962554,1.784217758
ENSG00000136710,CCDC115,1.364944777,NA,1.903361336,NA
ENSG00000136715,SAP130,2.078088708,2.195229714,1.508664363,NA
ENSG00000136717,BIN1,2.240634102,2.444807266,2.008659777,1.749906291
ENSG00000136731,UGGT1,2.481208218,2.71812245,2.176356098,2.080945598
ENSG00000136738,STAM,1.743850638,2.11027987,1.770807844,1.899705623
ENSG00000136750,GAD2,NA,NA,NA,NA
ENSG00000136754,ABI1,2.13684735,2.289709326,2.099551162,2.043658912
ENSG00000136758,YME1L1,1.496791316,NA,1.648686829,1.494933398
ENSG00000136770,DNAJC1,NA,1.742053144,1.373619915,1.549230165
ENSG00000136783,NIPSNAP3A,2.714849261,2.901666972,2.162217788,2.430173454
ENSG00000136802,LRRC8A,NA,1.889343729,1.327726652,1.843136188
ENSG00000136807,CDK9,1.512290739,1.831425018,1.462480356,1.473370169
ENSG00000136810,TXN,1.661220923,2.657893501,2.362198696,1.875069949
ENSG00000136816,TOR1B,NA,NA,1.757449173,1.771091176
ENSG00000136819,C9orf78,1.529616404,1.64384238,NA,NA
ENSG00000136824,SMC2,1.275242231,NA,NA,2.143183486
ENSG00000136827,TOR1A,2.220871357,2.44737745,1.934485826,2.059273665
ENSG00000136828,RALGPS1,NA,NA,NA,NA
ENSG00000136830,FAM129B,NA,2.031755761,NA,1.826515356
ENSG00000136842,TMOD1,NA,NA,1.687096235,NA
ENSG00000136848,DAB2IP,NA,NA,NA,NA
ENSG00000136854,STXBP1,NA,NA,NA,1.822606077
ENSG00000136856,SLC2A8,NA,NA,1.945709793,NA
ENSG00000136861,CDK5RAP2,NA,NA,1.113776284,NA
ENSG00000136869,TLR4,NA,NA,NA,1.575909145
ENSG00000136872,ALDOB,NA,NA,2.535366285,NA
ENSG00000136874,STX17,2.102262149,2.195848475,1.869228785,NA
ENSG00000136875,PRPF4,1.97528702,2.445515467,1.706871337,1.855616059
ENSG00000136878,USP20,NA,NA,1.247973266,NA
ENSG00000136888,ATP6V1G1,1.507309288,1.75522674,1.583759706,1.799309527
ENSG00000136891,TEX10,2.112444122,2.451806385,NA,2.249213038
ENSG00000136895,GARNL3,NA,NA,NA,NA
ENSG00000136897,MRPL50,NA,NA,1.85883184,NA
ENSG00000136928,GABBR2,NA,NA,NA,NA
ENSG00000136930,PSMB7,1.543559001,NA,2.123323963,1.976180264
ENSG00000136933,RABEPK,NA,2.237671896,NA,NA
ENSG00000136935,GOLGA1,NA,NA,1.529128656,NA
ENSG00000136937,NCBP1,2.093463712,2.709197007,1.72647862,1.951318087
ENSG00000136938,ANP32B,2.094375035,2.897330955,2.132523837,2.209291108
ENSG00000136940,PDCL,1.228733908,NA,NA,1.268472661
ENSG00000136942,RPL35,2.05083006,2.734211574,1.933077096,2.069136927
ENSG00000136950,ARPC5L,2.295025819,2.806918325,NA,2.176243236
ENSG00000136999,NOV,NA,NA,NA,NA
ENSG00000137038,TMEM261,NA,NA,NA,NA
ENSG00000137040,RANBP6,1.358505911,NA,1.584274672,1.637649809
ENSG00000137054,POLR1E,1.669893078,1.895113015,1.463004089,NA
ENSG00000137055,PLAA,1.900500947,2.476001504,NA,1.936925725
ENSG00000137073,UBAP2,1.348908172,NA,1.346988301,NA
ENSG00000137076,TLN1,1.992886953,2.436599108,1.845219005,2.252362657
ENSG00000137078,SIT1,2.121425235,NA,NA,NA
ENSG00000137090,DMRT1,1.478552067,NA,NA,NA
ENSG00000137094,DNAJB5,NA,NA,NA,NA
ENSG00000137100,DCTN3,2.123466156,NA,NA,1.930230553
ENSG00000137106,GRHPR,2.179432574,NA,2.535719976,2.217341788
ENSG00000137124,ALDH1B1,1.919674184,NA,2.164053804,2.226903934
ENSG00000137133,HINT2,2.433297692,2.353823941,2.497248336,2.381069933
ENSG00000137145,DENND4C,1.743168623,1.913180486,1.729355157,1.489698387
ENSG00000137154,RPS6,2.046826709,2.788917484,2.102167765,2.085652637
ENSG00000137161,CNPY3,2.110576244,2.288658281,2.108346807,2.106797533
ENSG00000137168,PPIL1,2.168341298,NA,2.311288599,2.113042092
ENSG00000137171,KLC4,1.876379516,1.89051044,2.025023072,1.863239563
ENSG00000137177,KIF13A,NA,NA,2.305061026,1.848256874
ENSG00000137198,GMPR,NA,NA,NA,NA
ENSG00000137200,CMTR1,1.890063151,2.202962132,NA,1.654484579
ENSG00000137207,YIPF3,NA,NA,1.506376484,1.438304965
ENSG00000137216,TMEM63B,NA,NA,1.63546364,NA
ENSG00000137221,TJAP1,1.569935437,1.867720802,NA,1.556760681
ENSG00000137265,IRF4,1.119173379,NA,NA,1.397053143
ENSG00000137267,TUBB2A,NA,NA,2.035981762,NA
ENSG00000137274,BPHL,NA,NA,2.389955959,NA
ENSG00000137285,TUBB2B,NA,NA,NA,NA
ENSG00000137288,UQCC2,NA,NA,1.839672839,NA
ENSG00000137309,HMGA1,3.074716264,NA,2.170405478,2.155352741
ENSG00000137364,TPMT,2.135606458,2.478976789,NA,1.944440721
ENSG00000137409,MTCH1,1.906663602,NA,2.332740341,NA
ENSG00000137413,TAF8,1.783860719,NA,NA,NA
ENSG00000137414,FAM8A1,NA,NA,1.790056342,NA
ENSG00000137441,FGFBP2,NA,1.142420754,NA,NA
ENSG00000137462,TLR2,NA,NA,NA,1.688628909
ENSG00000137478,FCHSD2,1.402072144,NA,NA,1.35361814
ENSG00000137486,ARRB1,NA,2.560562954,NA,1.960577792
ENSG00000137491,SLCO2B1,NA,NA,1.751629324,NA
ENSG00000137492,PRKRIR,1.861235619,2.148173701,NA,NA
ENSG00000137497,NUMA1,2.052518881,2.08235984,1.348285388,1.812124229
ENSG00000137500,CCDC90B,1.483544507,1.692454732,NA,NA
ENSG00000137502,RAB30,1.674351257,NA,1.59513232,2.4416433
ENSG00000137509,PRCP,2.014100322,3.320090177,1.648272167,1.863982724
ENSG00000137513,NARS2,1.903654203,NA,2.130918867,2.144963186
ENSG00000137522,RNF121,NA,NA,NA,NA
ENSG00000137547,MRPL15,2.030575436,NA,1.868397543,1.972369487
ENSG00000137561,TTPA,NA,NA,2.56661895,NA
ENSG00000137563,GGH,2.372171599,NA,2.058981824,NA
ENSG00000137574,TGS1,1.451295083,1.573706873,NA,NA
ENSG00000137575,SDCBP,1.406455016,1.717499913,1.407169876,1.268027736
ENSG00000137601,NEK1,NA,NA,NA,NA
ENSG00000137628,DDX60,2.124585729,2.179278835,NA,1.904610069
ENSG00000137642,SORL1,1.270119599,1.365628359,1.256296714,1.157577641
ENSG00000137656,BUD13,NA,1.946739571,NA,1.726572367
ENSG00000137710,RDX,1.838238131,2.366325814,1.708654557,1.75772618
ENSG00000137713,PPP2R1B,1.211120541,NA,NA,NA
ENSG00000137714,FDX1,1.751340702,NA,1.823793638,1.563136836
ENSG00000137726,FXYD6,NA,NA,NA,NA
ENSG00000137752,CASP1,2.219179642,NA,NA,2.166470078
ENSG00000137760,ALKBH8,NA,NA,NA,NA
ENSG00000137764,MAP2K5,NA,NA,NA,NA
ENSG00000137767,SQRDL,2.630601253,NA,1.985971807,1.928649287
ENSG00000137770,CTDSPL2,1.871181661,1.897594106,NA,1.701775154
ENSG00000137776,SLTM,2.100864877,2.298987272,1.814104362,1.816261191
ENSG00000137801,THBS1,NA,NA,NA,NA
ENSG00000137802,MAPKBP1,NA,NA,NA,NA
ENSG00000137804,NUSAP1,NA,NA,NA,NA
ENSG00000137806,NDUFAF1,NA,NA,1.609396958,NA
ENSG00000137815,RTF1,1.758828657,1.9850041,NA,1.660167961
ENSG00000137818,RPLP1,NA,NA,2.026351419,NA
ENSG00000137821,LRRC49,NA,NA,NA,NA
ENSG00000137822,TUBGCP4,1.947859964,NA,NA,NA
ENSG00000137824,RMDN3,2.038725445,2.693439375,1.996314619,1.487131302
ENSG00000137825,ITPKA,NA,NA,NA,NA
ENSG00000137831,UACA,NA,NA,1.429049414,2.043436947
ENSG00000137841,PLCB2,NA,2.4058294,NA,1.972933764
ENSG00000137842,TMEM62,NA,NA,1.962345655,NA
